externalinvoicenumber,status,dateofpurchase,dateofdelivery,itemnumber,quantity,delivered
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-004-040-500","102","102"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-004-040-500","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-004-040-500","251","251"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-029-030-600","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-029-030-600","99","99"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-041-220-500","51","51"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-041-220-500","50","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-041-220-500","51","51"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-EAR-STUD-PERL-002-7to8","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-STUD-PERL-002-7to8","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-STUD-PERL-002-7to8","100","100"
"PO220511-22/009PAV","OPEN","12/05/2022 13:36:40","12/05/2022 13:36:40","S925-WHI-EAR-STUD-PERL-002-7to8","50","0"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-SWA-012-001","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-027-079-450","101","101"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-DROP-020","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-024-055-500","103","103"
"PO211111-21/011CHR","DELIVERED","11/11/2021 09:00:00","28/04/2022 15:35:26","S925-WHI-NEC-CHA-024-055-500","99","99"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-WHI-NEC-CHA-024-055-500","53","53"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-NEC-CHA-024-055-500","150","0"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-WHI-NEC-CHA-024-055-500","64","64"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","S925-WHI-NEC-CHA-024-055-500","101","101"
"PO210729-21/008CHR Part 2","DELIVERED","29/07/2021 15:00:00","06/10/2021 14:34:49","BIA-S925-CHAIN-029-500-450","156","156"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-029-500-450","400","304"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","BIA-S925-CHAIN-029-500-450","116","116"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","BIA-S925-CHAIN-029-500-450","104","104"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-J","10","10"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-COM-EAR-005","200","200"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-V","20","20"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-BRA-CHA-055-200","150","150"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-055-500","102","102"
"PO210510-21/001GL","DELIVERED","10/05/2021 15:00:00","11/06/2021 13:28:56","G9K-YEL-NEC-CHA-001-011-450","52","52"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-024-079-450","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-M","45","45"
"PO220425-22/008PAV","OPEN","26/04/2022 09:46:23","26/04/2022 09:46:23","S925-WHI-RIN-HAM-001-U","100","0"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-U","20","20"
"PO220223-22/004CHR","DELIVERED","23/02/2022 15:20:26","28/04/2022 10:49:00","BIA-S925-CHAIN-052-040-200","511","511"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","BIA-S925-CHAIN-052-040-200","407","407"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-052-040-200","3351","3351"
"PO210729-21/001CSJC","DELIVERED","29/07/2021 09:00:00","15/10/2021 14:23:52","CN-S925-LOC-003","151","151"
"PO211210-21/002CSJC","DELIVERED","10/12/2021 16:00:00","21/01/2022 13:42:47","CN-S925-LOC-003","100","100"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-BRP-CHAIN-060-150-650","101","101"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-BRP-CHAIN-060-150-650","102","102"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-Y","5","5"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","PAV-S925-EAR-BALL-002-020-2PAIR","150","0"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","PAV-S925-EAR-BALL-002-020-2PAIR","300","300"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","PAV-S925-EAR-BALL-002-020-2PAIR","500","500"
"PO210927-21/001SAR","DELIVERED","27/09/2021 10:00:00","04/02/2022 09:53:17","S925-WHI-RIN-GEM-002-EME","100","100"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-028-500","105","105"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-Z","5","5"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-048-200","100","100"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-PEN-COIN-HAM-002","200","200"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-016-350-450","50","50"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-016-350-450","200","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","PAV-S925-EAR-BALL-002-030to050","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-W","20","20"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-020-200-500","200","51"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-CHAIN-020-200-500","150","0"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-020-200-500","200","0"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-S925-CHAIN-020-200-500","150","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-020-200-500","250","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-020-200-500","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-028-450","104","104"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-030-450","2000","2000"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-030-450","2600","2600"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-001-030-450","1001","1001"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-001-030-450","500","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-022-150-500","200","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-022-150-500","52","52"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-022-150-500","104","104"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-PERL-001-3to4","50","50"
"PO220223-22/001ADD","OPEN","22/02/2022 17:00:00","23/02/2022 17:00:00","G9K-YEL-EAR-HOOP-PERL-001-020-6to7","50","0"
"PO220217-22/002BP","DELIVERED","17/02/2022 17:01:52","29/03/2022 15:57:26","BIA-S925-CHAIN-013-075-190","204","204"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-COM-EAR-002","200","200"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-PEN-TREE-001","100","100"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-PEN-TREE-001","50","50"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-035-360","200","200"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-035-360","1603","1603"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-001-035-360","501","401"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-001-035-360","501","501"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-EAR-HOOP-016-020","50","50"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-HOOP-016-020","50","50"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-031-230-600","101","101"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-031-230-600","101","101"
"PO220222-22/002FAN","DELIVERED","22/02/2022 17:00:00","06/04/2022 12:24:09","S925-WHI-ANK-PEN-005","150","150"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-CEL-006-I","100","100"
"PO210510-21/007PAV","DELIVERED","10/05/2021 12:00:00","09/07/2021 15:52:27","S925-WHI-PEN-CROS-003","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-PEN-CROS-003","150","150"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-PEN-CROS-003","50","50"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-PEN-CROS-003","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-PEN-CROS-003","100","100"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-WHI-PEN-CROS-003","50","50"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-051-200","100","100"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-BALL-001-005","50","50"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-020-200-500","150","150"
"PO210915-21/001VIE","DELIVERED","15/09/2021 09:00:00","23/12/2021 12:40:37","G9K-YEL-NEC-CHA-008-005-360","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-PEN-CROS-002","150","150"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-PEN-CROS-002","100","100"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-PEN-CROS-002","50","50"
"PO210517-21/008PAV","DELIVERED","17/05/2021 12:00:00","12/07/2021 14:28:06","S925-WHI-PEN-CROS-002","100","100"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-PEN-CROS-002","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-PEN-CROS-002","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-044-400","67","67"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","S925-WHI-NEC-CHA-025-055-500","117","117"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-WHI-NEC-CHA-025-055-500","52","52"
"PO211111-21/011CHR","DELIVERED","11/11/2021 09:00:00","28/04/2022 15:35:26","S925-WHI-NEC-CHA-025-055-500","81","81"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-ROSE-CHAIN-024-140-500","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-024-140-500","49","49"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-ROSE-CHAIN-024-140-500","50","0"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-GP-CHAIN-012-100-600","100","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-012-100-600","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-012-100-600","102","102"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-012-100-600","151","151"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-020-200-180","550","549"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-020-200-180","553","553"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-020-200-180","100","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-020-200-180","250","0"
"PO210510-21/001GL","DELIVERED","10/05/2021 15:00:00","11/06/2021 13:28:56","G9K-YEL-NEC-CHA-001-011-360","58","58"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-031-230-450","400","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-031-230-450","150","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-031-230-450","301","301"
"PO210729-21/012GS-Part 1","DELIVERED","29/07/2021 11:00:00","20/09/2021 11:17:15","BIA-S925-CHAIN-052-040-600","113","113"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","BIA-S925-CHAIN-052-040-600","105","105"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","BIA-S925-CHAIN-052-040-600","110","110"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-WHI-NEC-CHA-024-047-500","200","200"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-024-047-500","50","0"
"PO220412-22/006CHR","OPEN","12/04/2022 10:14:56","12/04/2022 10:14:56","S925-WHI-NEC-CHA-024-047-500","50","0"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","S925-WHI-NEC-CHA-024-047-500","99","99"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-COM-EAR-003","200","200"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-004-040-600","100","100"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-004-040-600","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-004-040-600","251","251"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-CHAIN-015-120-450","100","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-015-120-450","100","100"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-015-120-450","100","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-015-120-450","302","302"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-015-120-450","100","0"
"PO220412-22/008BIA","OPEN","13/04/2022 13:21:41","13/04/2022 13:21:41","BIA-S925-CHAIN-015-120-450","150","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-015-120-450","350","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-BRA-CHA-045-084-205","34","34"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","PAV-S925-EAR-CRAW-001","50","50"
"PO210510-21/007PAV","DELIVERED","10/05/2021 12:00:00","09/07/2021 15:52:27","PAV-S925-EAR-CRAW-001","100","100"
"PO210609-21/010PAV","DELIVERED","09/06/2021 11:00:00","04/08/2021 14:40:01","PAV-S925-EAR-CRAW-001","100","100"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","PAV-S925-EAR-CRAW-001","100","100"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","PAV-S925-EAR-CRAW-001","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","PAV-S925-EAR-CRAW-001","600","600"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-WHI-NEC-CHA-024-055-550","99","99"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-NEC-CHA-024-055-550","55","55"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","S925-WHI-NEC-CHA-024-055-550","77","77"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-WHI-NEC-CHA-024-055-550","200","173"
"PO210622-21/006CHR-Part 2","DELIVERED","22/06/2021 13:00:00","02/08/2021 14:47:33","S925-WHI-NEC-CHA-024-055-550","105","105"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-YEL-BRA-CHA-054-200","150","150"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-V","20","20"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-SWA-011-001","200","200"
"PO210915-21/001VIE","DELIVERED","15/09/2021 09:00:00","23/12/2021 12:40:37","G9K-YEL-NEC-CHA-008-005-450","100","100"
"PO220119-22/001MAR","DELIVERED","19/01/2022 17:00:00","25/02/2022 12:00:29","S925-WHI-EAR-HOOP-008-025","100","100"
"PO210609-21/002MAR","DELIVERED","09/06/2021 15:00:00","09/09/2021 15:02:26","S925-WHI-EAR-HOOP-008-025","102","102"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-R","20","20"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-GEM-001-R","50","50"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-GEM-001-R","100","100"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-GEM-001-R","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-GEM-001-R","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-GEM-001-R","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-041-220-180","603","603"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-041-220-180","151","151"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-041-220-180","102","102"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-CHAIN-041-220-180","250","0"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","PAV-S925-HOOP-BALI-003-015","200","200"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","PAV-S925-HOOP-BALI-003-015","350","350"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","PAV-S925-HOOP-BALI-003-015","150","150"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-001-028-410","102","102"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-CHAIN-EXT-001","3500","0"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","GS-S925-CHAIN-EXT-001","2000","0"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-S925-CHAIN-EXT-001","796","796"
"PO210423-21/005GS-Part2","DELIVERED","23/04/2021 15:00:00","29/06/2021 15:24:09","GS-S925-CHAIN-EXT-001","219","219"
"PO220511-22/004GS","OPEN","12/05/2022 13:09:16","12/05/2022 13:09:16","GS-S925-CHAIN-EXT-001","1000","0"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-S925-CHAIN-EXT-001","540","540"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","GS-S925-CHAIN-EXT-001","709","709"
"PO210907-21/013GS","DELIVERED","21/09/2021 12:00:00","03/12/2021 15:42:06","GS-S925-CHAIN-EXT-001","2618","2618"
"PO210423-21/005GS","DELIVERED","23/04/2021 13:00:00","07/06/2021 10:11:16","GS-S925-CHAIN-EXT-001","886","886"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-004-040-500","150","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-004-040-500","252","252"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-004-040-500","99","99"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-502","288","288"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-079-410","99","99"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","BIA-S925-CHAIN-043-200-190","289","289"
"PO210609-21/008GS	Part 3","DELIVERED","09/06/2021 12:00:00","20/09/2021 10:40:51","BIA-S925-CHAIN-043-200-190","12","12"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","BIA-S925-CHAIN-043-200-190","305","305"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-043-200-190","106","106"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","BIA-S925-CHAIN-043-200-190","243","243"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-043-200-190","755","755"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-016-350-200","200","105"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-001-040-250","304","304"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-001-040-250","202","202"
